AMD        22IP6              PAL   DIP    22 / 6A    P22IP6
AMD        22P10            AmPAL   DIP    97 / 2B    P22AP10
AMD        22P10            AmPAL  PLCC   097 / 72B   P22AP10
AMD        22P10            AmPAL  PLCC    97 / 2B    P22AP10
AMD        22RX8/A            PAL   DIP    22 / 78    P22RX8A
AMD        22RX8/A            PAL    SO   022 / 878   P22RX8A
AMD        22RX8/A-FN         PAL  PLCC   022 / 778   P22RX8A
AMD        22RX8/A-FN         PAL  PLCC    22 / 78    P22RX8A
AMD        22RX8/A-NL         PAL  PLCC   022 / 678   P22RX8A
AMD        22RX8/A-NL         PAL  PLCC    22 / 78    P22RX8A
AMD        22V10-10           PAL   DIP    97 / 28    P22V10
AMD        22V10/A/B/-15    AmPAL   DIP    97 / 28    P22V10
AMD        22V10/A/B/-15    AmPAL   LCC   097 / 728   P22V10C
AMD        22V10/A/B/-15    AmPAL  PLCC   097 / 728   P22V10C
AMD        22V10/A/B/-15    AmPAL  PLCC    97 / 28    P22V10C
AMD        23S8             AmPAL   DIP    97 / 84    P23S8
AMD        30K12              PLS   DIP    97 / A8    F30K12
AMD        30S16              PLC   DIP    97 / A9    F30S16
AMD        32VX10/A           PAL   DIP    22 / 77    P32VX10A
AMD        32VX10/A           PAL  PLCC    22 / 77    P32VX10A
AMD        32VX10/A           PAL    SO   022 / 877   P32VX10A
AMD        6L16A              PAL   DIP    22 / 48    P6L16
AMD        6L16A              PAL    SO   022 / 848   P6L16
AMD        6L16A-NL           PAL  PLCC   022 / 748   P6L16
AMD        6L16A-NL           PAL  PLCC    22 / 48    P6L16
AMD        8L14A              PAL   DIP    22 / 49    P8L14
AMD        8L14A              PAL    SO   022 / 849   P8L14
AMD        8L14A-NL           PAL  PLCC   022 / 749   P8L14
AMD        8L14A-NL           PAL  PLCC    22 / 49    P8L14
AMD        C16L8Q             PAL   DIP    DB / 17    P16L8
AMD        C16L8Z             PAL   DIP    46 / 17    P16L8
AMD        C16L8Z             PAL  PLCC   046 / 717   P16L8
AMD        C16L8Z             PAL  PLCC    46 / 17    P16L8
AMD        C16R4Q             PAL   DIP    DB / 24    P16R4
AMD        C16R4Q             PAL  PLCC   0DB / 724   P16R4
AMD        C16R4Q             PAL  PLCC    DB / 24    P16R4
AMD        C16R4Z             PAL   DIP    46 / 24    P16R4
AMD        C16R4Z             PAL  PLCC   046 / 724   P16R4
AMD        C16R4Z             PAL  PLCC    46 / 24    P16R4
AMD        C16R6Q             PAL   DIP    DB / 24    P16R6
AMD        C16R6Q             PAL  PLCC   0DB / 724   P16R6
AMD        C16R6Q             PAL  PLCC    DB / 24    P16R6
AMD        C16R6Z             PAL   DIP    46 / 24    P16R6
AMD        C16R6Z             PAL  PLCC   046 / 724   P16R6
AMD        C16R6Z             PAL  PLCC    46 / 24    P16R6
AMD        C16R8Q             PAL   DIP    DB / 24    P16R8
AMD        C16R8Q             PAL  PLCC   0DB / 724   P16R8
AMD        C16R8Q             PAL  PLCC    DB / 24    P16R8
AMD        C16R8Z             PAL   DIP    46 / 24    P16R8
AMD        C16R8Z             PAL  PLCC   046 / 724   P16R8
AMD        C16R8Z             PAL  PLCC    46 / 24    P16R8
AMD        C18U8              PAL   DIP    DB / 2E    P18U8
AMD        C18U8              PAL  PLCC   0DB / 72E   P18U8
AMD        C18U8              PAL  PLCC    DB / 2E    P18U8
AMD        C20L8Z             PAL   DIP    46 / 26    P20L8
AMD        C20L8Z             PAL  PLCC   046 / 726   P20L8C
AMD        C20L8Z             PAL  PLCC    46 / 26    P20L8C
AMD        C20R4Z             PAL   DIP    46 / 27    P20R4
AMD        C20R4Z             PAL  PLCC   046 / 727   P20R4C
AMD        C20R4Z             PAL  PLCC    46 / 27    P20R4C
AMD        C20R6Z             PAL   DIP    46 / 27    P20R6
AMD        C20R6Z             PAL  PLCC   046 / 727   P20R6C
AMD        C20R6Z             PAL  PLCC    46 / 27    P20R6C
AMD        C20R8Z             PAL   DIP    46 / 27    P20R8
AMD        C20R8Z             PAL  PLCC   046 / 727   P20R8C
AMD        C20R8Z             PAL  PLCC    46 / 27    P20R8C
AMD        C20RA10Z           PAL   DIP    46 / 45    P20RA10
AMD        C22V10             PAL   DIP    DB / 28    P22V10
AMD        C22V10           AmPAL   DIP    60 / 28    P22V10
AMD        C22V10             PAL  PLCC   0DB / 728   P22V10C
AMD        C22V10             PAL  PLCC    DB / 28    P22V10C
AMD        C22VF10          AmPAL   DIP    60 / 4D    P22VF10
AMD        CE16L8             PLD   DIP    80 / 17    P16L8
AMD        CE16L8             PLD  PLCC   080 / 717   P16L8
AMD        CE16R4             PLD   DIP    80 / 81    P16R4
